Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
3 Mar 2004,de Havilland Canada DHC-6 Twin Otter 300,N702PV,"FedEx Feeder, opb Corporate Air",0,Subic Bay International Airport (SFS),,,Landing,Unknown,,Subic Bay International Airport (SFS/RPLB),,Subic Bay International Airport (SFS) -Philippines,UNK,Unknown or Undetermined,0.5,The report lacks sufficient information to classify the occurrence into a specific ICAO category.
4 Mar 2004,Beechcraft 200 Super King Air,N30SE,A & M Holdings LLC,0,"Springdale, AR","During the landing roll, the right main landing gear collapsed, and the airplane veered off to the right side the runway, before colliding with multiple taxiway and runway lights.  The 1,400-hour pilot reported that while on approach, the nose wheel position indication light was not illuminated when the landing gear position indication lights were tested.  After conducting a low approach to the runway, the tower advised the pilot that all wheels appeared to be down.  Subsequently, when the nose wheel landing gear touched down on the runway, the right main landing gear collapsed and the right wing struck the ground.  Inspection of the airplane revealed the clevis bolt was separated from the actuator rod on the right main landing gear assembly .Probable Cause: The failure of the right main landing gear actuator clevis bolt for undetermined reasons.",,Landing,Executive,"Stuttgart Muni, AR (SGT)",,,"Springdale, AR -United States of America",ARC,Abnormal Runway Contact,0.9,"The report describes an incident involving the collapse of the right main landing gear during the landing roll, resulting in the aircraft veering off the runway and colliding with runway lights. This fits the description of abnormal runway contact, including gear-up landings and other abnormal runway surface contacts."
4 Mar 2004,Ilyushin Il-76MD,UR-ZVA,Azov-Avia Airlines,3,near Baku Airport (BAK),"The Ilyushin freighter departed Ankara, Turkey for a cargo flight to Kabul, Afghanistan. In Ankara the airplane was loaded with 39980 kg of cargo. The next stop was Baku, Azerbaijan for refueling. The airplane took 47 tons of fuel, bringing the takeoff weight to 189 tons, and the centre of gravity to 29,3% MAC, which was within the prescribed limits. During the eight-hour stopover the crew decided to rest in the aircraft instead of a hotel. As the aircraft started taxiing to the runway the flight engineer was heard saying that he would select the flaps at 30 degrees and slats at 14 degrees for takeoff. This however was not done. Prior to takeoff the position of the flaps was not verified by any of the crew members. Takeoff was thus commenced with flaps and slats retracted and the stabilizer trimmed at the takeoff position -4 degrees (corresponding to actual takeoff weight, CofG and flaps at 30°). At a speed of 210 km/h the pilot pulled on the control column to lift off the nose gear. At a calculated unstick speed of 265 km/h the angle of attack reached 9 degrees but the plane did not lift off the runway. Accelerating through 290 km/h the angle of attack of the aircraft reached 14,5 degrees, setting off the angle of attack warning on the flight deck. Some 1750 meters down the runway, the aft fuselage struck the runway. Seventy meters further on, at a speed of 300 km/h and an angle of attack of 19,4°, the Ilyushin lifted off the runway. The air traffic controller who witnessed the departure advised the crew to abort the takeoff, but the captain apparently continued. The airplane rolled to the left until the wing contacted the runway. Then the flight engineer noted his error and, without informing the captain, began extending the flaps and slats. Again without informing the captain, the flight engineer brought back the power levers of the four engines to idle. After three seconds he moved them from idle to the 'engine shutdown' position. The captain three times yelled ""takeoff"" but the engines were already shut down. After flying for 490 meters the aircraft struck the ground and crashed.",,Initial climb,Cargo,Baku-Bina International Airport (BAK/UBBB),Kabul Airport (KBL/OAKB),,near Baku Airport (BAK) -Azerbaijan,ARC,Abnormal Runway Contact,0.9,"The report describes an incident where the aircraft experienced abnormal runway contact during takeoff, including a tail strike and wing contact with the runway, which aligns with the definition of the ARC category."
5 Mar 2004,Dornier Do 28D-2 Skyservant,HC-CBK,Aeropacifico,0,23 km S of Guayaquil-Simon Bolivar Airport (GYE),"The Do 28D-2 Skyservant was en route between Machala and Guayaquil, Ecuador at 6000 feet when it entered an area of rainy weather. When 37 miles from the Guayaquil VOR the no. 1 engine lost power and stopped.The pilot continued flight at 600 ft altitude and at a speed of 80 knots. He tried to relight the engine but did not succeed. After entering another area of rain the right hand engine also began to loose power. The pilot was not able to maintain altitude and carried out a forced landing in a river.PROBABLE CAUSE:The possible failure of the left engine (#1) oil pressure pump which led to the abrupt stop of the engine and loss of engine power on the right engine (#2).CONTRIBUTING FACTORS:- Inadequate location to carry out the emergency landing.- Loss of altitude.- Weather conditions present at the time of the emergency.- Failure to perform overhaul to the left engine (#1) oil pressure pump.",,En route,Passenger - Scheduled,Machala Airport (MCH/SEMH),Guayaquil-JosÃ© JoaquÃ­n de Olmedo International Airport (GYE/SEGU),,23 km S of Guayaquil-Simon Bolivar Airport (GYE) -Ecuador,SCF-PP,System/Component Failure or Malfunction (Powerplant),0.95,"The report describes a failure of the aircraft's engines, specifically mentioning the possible failure of the left engine oil pressure pump and subsequent loss of power in both engines, which aligns with the definition of powerplant system/component failure or malfunction."
5 Mar 2004,Lockheed C-130H Hercules,L8-2/23,Royal Thai Air Force - RTAF,0,Hat Yai Airport (HDY),"While approaching Narathiwat Airport, the left main landing gear could not be lowered. The crew decided to return to Hat Yai for an emergency landing. At Hat Yai the runway was sprayed with foam and at 04:30 the plane carried out a belly landing. It skidded for about 6,500 feet before coming to a halt.Full serial: L8-2/23 / 60102.",,Landing,Military,Hat Yai Airport (HDY/VTSS),Narathiwat Airport (NAW/VTSC),,Hat Yai Airport (HDY) -Thailand,ARC,Abnormal Runway Contact,0.95,"The report describes a belly landing, which involves abnormal runway contact due to the failure of the landing gear to lower."
6 Mar 2004,Ilyushin Il-18D,CU-T1532,Aerocaribbean,0,Holguín-Frank Pais Airport (HOG),"Aerocaribbean flight 4317 arrived at HolguÃ­n-Frank Pais Airport, Cuba at 14:59 hours local time after a flight from Caracas.At 15:16 hours the flight was cleared to continue its flight to Havana with a takeoff from runway 05. Following this clearance the flight crew requested runway 23 for takeoff, which was approved. Wind was reported to be from 090 degrees at 10 knots. After backtracking on the runway the airplane made 180 degree turn to line up for takeoff.During takeoff the controller radioed that he noticed a fire in the no.4 engine. The flight crew rejected the takeoff, shut down engine no. 4 and radioed their intentions to return to the platform.The controller then radioed to shut down engine no.3 as well due to the fire in no.4. The aircraft was brought to a stop and an evacuation was carried out.CAUSE (translated from Spanish):The short-circuit one of the cables feeding the amp meter and inadequate protection of the dielectric within the harness.",,Take off,Passenger - Non-Scheduled/charter/Air Taxi,HolguÃ­n-Frank Pais Airport (HOG/MUHG),Havana-JosÃ© MartÃ­ International Airport (HAV/MUHA),,HolguÃ­n-Frank Pais Airport (HOG) -Cuba,F-NI,Fire/Smoke (Non-Impact),0.95,"The report describes a fire in the no.4 engine during the takeoff phase, which was not the result of an impact. The fire was caused by a short-circuit in one of the cables feeding the amp meter and inadequate protection of the dielectric within the harness."
7 Mar 2004,Cessna 208B Grand Caravan,XA-TBJ,Lynx Servicios Aéreos,0,near Celaya,,,Unknown,Passenger,,,,near Celaya -Mexico,UNK,Unknown or Undetermined,0.9,The report lacks sufficient information to classify it into a specific ICAO occurrence category.
8 Mar 2004,Canadair CL-215-6B11 (CL-415),F-ZBEZ,Securité Civile,2,Lac Sainte Croix,"At 09:30, the Canadair with callsign Pelican 41 took off from Marseille-Provence Airport for the Lac Sainte-Croix which is one of the water bodies usually used for training flights. After 01:20 of flight, the instruction phase for the first trainee was completed. When the Canadair stopped on the lake, the two co-pilots switched places. The second trainee took the controls and began his training session with hydroplaning in accordance with the training program. Before starting the next exercise, the instructor reminded the trainee of the actions to be taken to achieve this phenomenon. He reminded that the speed must remain below 55 kt.  The trainee, still at the controls, extended the flaps to 10Â°, the takeoff configuration. He then proceeded to accelerate the aircraft by advancing the throttle to obtain an engine torque close to that required for takeoff. As the Canadair accelerated, the trainee applied elevator to initiate the porpoise. The airspeed continued to increase and the Canadair took off without the porpoising phenomenon having occurred. The trainee moved the power levers to minimum.The aircraft struck the water and the crew felt a shock. As the aircraft continued to move through the water in deceleration, the instructor pointed out to the trainee the loss of the right-hand float. The instructor decided to abort the training mission and took over the controls to return to the Marseille-Provence Airport. The instructor then undertook to take off. As soon as the aircraft took off, it slowly tilted to the right even though the control column was positioned to the left. The instructor then positioned the control column to the left, but the bank continued to increase. The instructor told the two co-pilots that he was having difficulty controlling the aircraft. The co-pilot trainee, sitting in the middle seat, suggested switching to manual control. The instructor did not accept this option and put the aircraft in descent. He asked the trainee in the right seat to put the flaps in the 25Â° position which corresponded to the landing configuration. The aircraft, still banked and descending, hit the water with its right wing. The instructor and the trainee in the center seat died. The trainee in training was seriously injured.CAUSES OF THE ACCIDENT  (translation from French report)The accident is the consequence of a chain of causes of human origin which lead to the loss of control in roll of the aircraft:The accident can be broken down into 2 phases:- A first phase that leads to the damage of the flight controls during the impact with the water following the stall of the aircraft. The stall is the result of the trainee's failure to execute the flight controls, which was not countered by the instructor. The trainee's failure to perform at the very beginning of Canadair training was part of a context of:-- a failure to comply with the training framework: Contrary to what the progression booklet states, the instructor did not demonstrate the porpoising. He entrusted the commands to the trainee.-- pedagogical error: The instructor did not follow a trainee who was performing an exercise for the first time.-- lack of control of the parameters (speed) by the crew.- A second phase that lead to the loss of the aircraft and part of its crew. It resulte from an underestimation of the damage to the aircraft during the impact with the water and from the decision of the captain to take off without checking the flight controls.It is common practice for crews to continue flying loss of a float during a scoop. The instructor assimilated the circumstances of the float loss he was confronted with to those already encountered during scooping operations. He proceeded with the takeoff without checking the flight controls that were damaged during the stall.",,Landing,Training,Marseille-Provence Airport (MRS/LFML),Marseille-Provence Airport (MRS/LFML),,Lac Sainte Croix -France,LOC-I,Loss of Control - In Flight,0.95,"The report describes a loss of control in flight due to improper handling of the aircraft by the trainee and subsequent failure to manage the situation by the instructor, leading to a fatal accident."
10 Mar 2004,Cessna UC-35D Citation Encore,165938,United States Marine Corps,4,"2 km E of San Diego-Miramar NAS, CA (NKX)",,,Approach,Military,,"San Diego-Miramar NAS, CA (NKX/KNKX)",,"2 km E of San Diego-Miramar NAS, CA (NKX) -United States of America",UNK,Unknown or Undetermined,0.7,The report lacks sufficient details to classify it into a specific ICAO occurrence category.
14 Mar 2004,Cessna 525 CitationJet CJ1,D-IMMM,WDL Aviation,0,Florence-Peretola Airport (FLR),,,Take off,Passenger - Non-Scheduled/charter/Air Taxi,Florence-Peretola Airport (FLR/LIRQ),Catania-Fontanarossa Airport (CTA/LICC),,Florence-Peretola Airport (FLR) -Italy,UNK,Unknown or Undetermined,0.5,The report lacks sufficient information to classify it into a specific ICAO occurrence category.
15 Mar 2004,Beechcraft 1900D,N155ZV,US Airways Express,0,"Manhattan, KS","The aircraft was substantially damaged when the nose wheel collapsed as the pilot attempted to taxi back onto the runway after departing the pavement during landing rollout on runway 3.  The nose wheel steering was inoperative and had been deferred in accordance with the operator's Minimum Equipment List (MEL).  In that situation, the nose wheel was in the ""free castor mode.""  The MEL states that directional control is to be maintained by using brakes and differential power.  The pilot reported that the landing touch down was on the centerline, however, shortly afterward the aircraft encountered an ""overwhelming"" wind gust which caused it to weathervane to the left.  He reported that he applied full right rudder and differential right braking which was effective in stopping the aircraft's drift.  However, the aircraft encountered a second ""much stronger and sustained"" gust, which caused the aircraft to ""veer strongly to the left.""  His subsequent efforts to maintain directional control through the use of differential braking and differential engine thrust were insufficient to keep the aircraft from departing the runway pavement.  The aircraft came to rest in the soft grass adjacent to the runway.  The pilot attempted to taxi back onto the runway, however, the nose wheel contacted the edge of the pavement and collapsed.  Distinct ruts were observed in the soft turf adjacent to the left side of the runway.  The nose wheel tire track approached the edge of the pavement at approximately a 20-degree angle and terminated at the edge of the runway.  The track was approximately eight inches deep relative to the level of the runway pavement.  The published maximum demonstrated crosswind component for the aircraft was 22 knots.  The operator did not impose a crosswind component limitation on operations in general or on operations with the nose wheel steering inoperative under the MEL.  Surface winds provided to the flight crew by the control tower were 310 degrees at 23 knots, gusting to 30 knots.Probable Cause: The captain's improper decision due to his attempt to taxi back onto the runway after coming to a stop in the grass, and the resulting collapse of nose landing gear.  Contributing factors were the inoperative nose wheel steering, the pilot's inability to maintain directional control during the landing roll due to the crosswind, and the high crosswind component.  Additional factors were the uneven transition between the grass and the runway pavement, as well as the soft grass.",,Landing,Private,"Salina, KS (SLN)","Manhattan, KS (MHK)",,"Manhattan, KS -United States of America",RE,Runway Excursion,0.95,"The aircraft departed the side of the runway during the landing rollout due to the pilot's inability to maintain directional control in high crosswind conditions, which is consistent with the definition of a runway excursion."
16 Mar 2004,Beechcraft 1900C,N27RA,United States Air Force - USAF,5,"11 km SE of Tonopah-Test Range Airport, NV (XSD)","The Air Force Materiel Command Beech 1900 crashed while on a routine support mission from a remote classified airstrip on the Nellis range to the Tonopah Test Range. It departed at 03:43 for Tonopah. After reporting the runway lights in sight, the pilot configured the airplane for the approach and initiated a circling maneuver to the right for a visual straight-in approach to runway 32. During the turn the pilot suffered a sudden cardiac death. Half way through the turn the airplane began a gradual descent until it impacted the ground. The airplane broke up and burst into flames. Investigation revealed that the pilot had violated federal policy and directives, wilfully deceived flight medical examiners, suppressed significant medical information and ingested inappropriate medications for a deteriorating and dangerous health condition. The pilot had high blood pressure and failed to report it, and denied taking medications to his Federal Aviation Administration flight physical examiners.Board Opinion:""There was clear and convincing evidence that the mishap pilot suffered incapacitation due to sudden cardiac death during the approach to land that resulted in the mishap aircraft impacting the ground. A substantially contributing factor was that the mishap pilot, in violation of federal policy and directives, willfully ingested inappropriate medications, suppressed significant medical information and deceived flight medical examiners in the presence of a deteriorating anddangerous health condition.""",,Approach,Military,,"Tonopah-Test Range Airport, NV (XSD/KTNX)",,"11 km SE of Tonopah-Test Range Airport, NV (XSD) -United States of America",MED,Medical,0.95,"The report details an in-flight medical emergency involving the pilot, who suffered sudden cardiac death during the approach phase, leading to the crash. The pilot's medical condition and inappropriate medication use were significant contributing factors."
17 Mar 2004,Cessna 208B Grand Caravan,5H-MUA,Regional Air Services,0,near Mto wa Mbu,"The Grand Caravan aircraft was operating a scheduled flight starting from its base at Arusha (ARK). It was to call at Lake Manyara, KleinÂs Camp, Grumet and Seronera (SEU) before returning to Arusha via Lake Manyara. The VFR flight to Lake Manyara was uneventful and the aircraft landed at Lake Manyara at 05:55 hours. Five passengers boarded the flight, which departed at 06:15. Shortly after becoming airborne the engine failed. The pilot feathered the propeller and prepared for a forced landing on a road. He then had to make an evasive manoeuvre to avoid a lorry. The airplane lost airspeed, dropped heavily on the left side of the road and collided with heaps of stones before it came to rest some 50 meters beyond the point of initial touch down. Five passengers were seriously injured.",,Initial climb,Passenger - Scheduled,Lake Manyara Airport (LKY/HTLM),KleinÂs Camp Airstrip,,near Mto wa Mbu -Tanzania,AMAN,Abrupt Maneuver,0.9,"The pilot had to make an evasive maneuver to avoid a lorry during a forced landing, which is consistent with the definition of an abrupt maneuver to avoid a collision with an object."
19 Mar 2004,Learjet 35A,N800AW,AirNet Systems,0,"Utica-Oneida County Airport, NY (UCA)","The copilot was conducting an ILS approach to Utica's runway 33. The airplane was too high during the approach, and the copilot decreased engine power. The sink rate then became too great, and the flightcrew initiated a go-around. However, the airplane landed hard on the runway before the engines could spool up. The airplane subsequently came to rest in snow, about 20 feet off the left side of the runway, near mid-field. The airplane sustained damage to the main landing gear and both wings.The aircraft was damaged beyond repair, as the rear fuselage was seen at the Dodson scrapyard in Rantoul, KS in September 2005.PROBABLE CAUSE: ""The copilot's failure to maintain airspeed, and the captain's delayed remedial action, which resulted in an inadvertent stall and the subsequent hard landing.""",,Landing,Cargo,"Columbus-Port Columbus International Airport, OH (CMH/KCMH)","Utica-Oneida County Airport, NY (UCA/KUCA)",,"Utica-Oneida County Airport, NY (UCA) -United States of America",ARC,Abnormal Runway Contact,0.95,"The report describes a hard landing on the runway, which is a key characteristic of the Abnormal Runway Contact category."
20 Mar 2004,Cessna 208B Grand Caravan,V3-HGB,Tropic Air,0,3 km E off Punta Gorda,,,En route,Ferry/positioning,Punta Gorda Airport (PND),Placencia Airport (PLJ),,3 km E off Punta Gorda -Belize,UNK,Unknown or Undetermined,0.6,The report lacks sufficient information to classify it into a specific ICAO occurrence category.
23 Mar 2004,Beechcraft 200C Super King Air,VH-NTH,Northern Territory Medical Service,0,"Darwin Airport, NT (DRW)","Shortly after take-off from Katherine, Australia, the left main landing gear of the Beech 200 aircraft did not retract. The flight continued to Darwin with the landing gear extended. During approach to Darwin airport the pilot advised air traffic control that he could not obtain a green 'down and locked' indication for the left main landing gear, and declared an emergency prior to landing. During touchdown, the left main landing gear collapsed and the aircraft slewed off the runway. Both occupants evacuated the aircraft with no injuries.The aircraft operator's maintenance organisation examined the aircraft and found that the left main landing gear drive shaft had severed as a result of fretting against a bleed air duct clamp tail. The bleed air duct clamp (jubilee clamp) had been fitted to the aircraft during an aircraft refurbishment program in September 2003. The jubilee clamp tail had been fastened in close proximity to the landing gear drive shaft. Subsequently, the jubilee clamp tail had come into close contact with the drive shaft, leading to severe wear of the drive shaft section and eventual failure.",,Landing,Ambulance,"Katherine-Tindal Airport, NT (KTR/YPTN)","Darwin Airport, NT (DRW/YPDN)",,"Darwin Airport, NT (DRW) -Australia",ARC,Abnormal Runway Contact,0.95,"The report describes an incident where the aircraft's left main landing gear collapsed during touchdown, leading to the aircraft slewing off the runway. This fits the description of abnormal runway or landing surface contact."
23 Mar 2004,Boeing 747-436,G-BNLK,British Airways,0,London-Heathrow Airport (LHR),"Whilst Aer Lingus Airbus A321-211 EI-CPE (Flight EI713) was stationary on Taxiway U, behind an A330 at the runway 27L holding point, its rudder was struck by the wing tip of British Airways Boeing 747-436 G-BNLK, which was under tow along Taxiway A. No injuries reported to the 194 persons on board the Aer Lingus Airbus EI-CPE.The investigation by the AAIB revealed that the towing crew of Boeing 747 G-BNLK had assumed that as they had been cleared to tow, they would be clear of all obstacles. The base of the rudder on EI-CPE had sustained damage in the form of an angled slice through its structure aft of the hinge line, consistent with the left winglet of the B747-436 passing through the rudder, and the winglet exhibited damage on its leading edge, consistent with such contact.No other damage was reportedly found relating to this collision. The rudder of EI-CPE was subsequently replaced, as was the winglet of G-BNLK, and both aircraft were returned to full commercial service.",,Pushback / towing,-,-,-,,London-Heathrow Airport (LHR) -United Kingdom,GCOL,Ground Collision,0.95,"The report describes a collision between two aircraft while one was stationary and the other was under tow on a taxiway, which fits the definition of a ground collision."
23 Mar 2004,Airbus A321-211,EI-CPE,Aer Lingus,0,London-Heathrow Airport (LHR),"Whilst Aer Lingus Airbus A321-211 EI-CPE (Flight EI713) was stationary on Taxiway U, behind an A330 at the runway 27L holding point, its rudder was struck by the wing tip of British Airways Boeing 747-436 G-BNLK, which was under tow along Taxiway A. No injuries reported to the 194 persons on board the Aer Lingus Airbus EI-CPE.The investigation by the AAIB revealed that the towing crew of Boeing 747 G-BNLK had assumed that as they had been cleared to tow, they would be clear of all obstacles. The base of the rudder on EI-CPE had sustained damage in the form of an angled slice through its structure aft of the hinge line, consistent with the left winglet of the B747-436 passing through the rudder, and the winglet exhibited damage on its leading edge, consistent with such contact.No other damage was reportedly found relating to this collision. The rudder of EI-CPE was subsequently replaced, as was the winglet of G-BNLK, and both aircraft were returned to full commercial service.",,Taxi,Passenger - Scheduled,London-Heathrow Airport (LHR/EGLL),Dublin Airport (DUB/EIDW),,London-Heathrow Airport (LHR) -United Kingdom,GCOL,Ground Collision,0.95,"The report describes a collision between two aircraft while on a taxiway, which fits the definition of a ground collision involving an aircraft and another object while on a surface other than the runway used for landing or intended for takeoff."
24 Mar 2004,Antonov An-2SX,RA-33596,Mr. Plenkin,3,"within Pavlovsky district, Voronezhskaya Oblast","Contacted trees and crashed while on a night-time approach, 390 meters short of the runway. The airfield was not suitable for a night-time landing because it did not have any runway or approach lights. The aircraft had carried out a test of its equipment for the dispersion of fertilizers.Investigators discovered numerous deficiencies in organization and operation of flights by the Don-Avia-Center airline. The aircraft was maintained by Don-Avia-Center and operated by flight crew from that airline.",,Approach,Agricultural,,,,"within Pavlovsky district, Voronezhskaya Oblast -Russia",ADRM,Aerodrome,0.95,"The report indicates that the airfield was not suitable for night-time landing due to the lack of runway or approach lights, which falls under deficiencies associated with aerodrome facilities."
1 Apr 2004,Beechcraft 1900D,N149CJ,"US Airways Express, opb Colgan Air",0,"Hartford-Bradley International Airport, CT (BDL)","The Beech 1900D landed on runway 24, and was cleared to taxi to the ramp. As the airplane entered the ramp area, the flight crew planned to stop beyond the hold-short line, to wait for another airplane to exit gate 25. As the flight crew crossed the hold-short line, and were almost at a complete stop, they felt a ""buffet,"" which became a ""large jolt,"" on the left side of the fuselage. After realizing a fuel truck impacted the left engine and propeller, the captain shut down the engines, and evacuated the passengers from the right window emergency exit.PROBABLE CAUSE: ""The fuel truck driver's failure to maintain clearance with a taxiing airplane, resulting in the collision between the fuel truck and the airplane. A factor in the accident was the night condition.""",,Taxi,Passenger - Scheduled,"Syracuse-Hancock International Airport, NY (SYR/KSYR)","Windsor Locks-Bradley International Airport, CT (BDL/KBDL)",,"Hartford-Bradley International Airport, CT (BDL) -United States of America",GCOL,Ground Collision,0.95,"The report describes a collision between a taxiing airplane and a fuel truck on the ground, which fits the definition of a ground collision."
2 Apr 2004,Boeing 707-366C,SU-AVZ,Air Memphis,0,Cairo International Airport (CAI),"The aircraft lost directional control and ran off the side of runway 23L. The right hand main gear leg collapsed, causing additional damage to the no. 3 and 4 engines.",,Take off,Cargo,Cairo International Airport (CAI/HECA),Oostende Airport (OST/EBOS),,Cairo International Airport (CAI) -Egypt,RE,Runway Excursion,0.95,"The aircraft lost directional control and ran off the side of the runway during the takeoff phase, which fits the definition of a runway excursion."
3 Apr 2004,Convair CV-580,3D-ZOE,private,0,Shabunda,,,Landing,Cargo,,Shabunda Airport (FZMW),,Shabunda -Congo (Democratic Republic),UNK,Unknown or Undetermined,0.8,The report lacks sufficient details to classify it into a specific ICAO occurrence category.
4 Apr 2004,Antonov An-26B,UN-26582,Irbis,0,120 km from Kyzyl,En route at an altitude of 5400 m the no. 2 propeller broke away and struck the fuselage. A safe emergency landing was carried out at Kyzyl Airport (KYZ).,,En route,Cargo,,,,120 km from Kyzyl -Russia,SCF-PP,System/Component Failure or Malfunction (Powerplant),0.95,"The report describes a failure of the no. 2 propeller, which is a component of the aircraft's powerplant system, leading to an emergency landing."
4 Apr 2004,Antonov An-32B,EP-837,Ejército del Perú,0,Puerto Esperanza Airport,,,Landing,Military,,Puerto Esperanza Airport (SPEP),,Puerto Esperanza Airport -Peru,UNK,Unknown or Undetermined,0.5,The report lacks sufficient information to classify it into a specific ICAO occurrence category.
7 Apr 2004,Raytheon 390 Premier I,N200PR,Unknown,0,Blackbushe Airport (BBS),"The Premier 1 departed on a flight from Humberside to Dublin with the pilot and six passengers on board. Once airborne the pilot attempted to raise the landing gear, but although the control handle moved the landing gear remained in the fully extended position with three green lights illuminated on the landing gear indicator. The pilot attempted to re-cycle the landing gear but without success; later he noticed that he also had indications of LIFT DUMP FAIL and ANTI SKID FAIL. He diverted to Farnborough. After touchdown the pilot attempted to deploy the lift dump system but, as expected, the lift dump spoilers failed to extend. After discussing the problem with the aircraft's maintenance organisation, the aircraft was flown to Blackbushe for further technical investigation. After landing on runway 26 (4400 feet long) the aircraft left the runway, struck a series of obstructions and was destroyed.The support bracket for the right main landing gear weight-on-wheels switch was found to have sustained a pre-impact failure which accounted for the indications reported by the pilot.",,Landing,Ferry/positioning,Farnborough Airport (FAB/EGLF),Blackbushe Airport (BBS/EGLK),,Blackbushe Airport (BBS) -United Kingdom,RE,Runway Excursion,0.95,"The aircraft departed the side or end of the runway surface during landing, which aligns with the definition of a runway excursion."
10 Apr 2004,McDonnell Douglas DC-10-30,N14075,World Airways,0,"Atlantic Ocean, Atlantic Ocean","During cruise flight, the crewmembers heard a ""bang"" from the rear of the cabin, and the airplane momentarily shuddered and bounced.  After landing uneventfully at their destination airport, the crewmembers observed that the number two right engine cowling had separated and struck the right inboard elevator.  Inspection of the airplane revealed that the engine cowling upper forward hinge required three bolts.  However, only one bolt remained attached, and there was no evidence that the other two bolts tore away during flight.  Fretting was observed in the area of the bolt holes, consistent with an oscillation over a period of time, due to the absence of two bolts.  The airliner maintenance manual required a general inspection of the area, but did not specifically mention cowling hinge bolts.  In addition, the hinges were located in an area that was not easily accessible to maintenance personnel.Probable Cause: The failure of the number two upper forward right engine cowling attachment, which resulted in substantial damage to the right inboard elevator.  A factor was the inadequate procedures in the airliner maintenance manual.",,En route,Passenger - Non-Scheduled/charter/Air Taxi,Napoli Airport (NAP/LIRN),"Norfolk NAS Chambers, VA (NGU/KNGU)",,"Atlantic Ocean, Atlantic Ocean -United States of America",SCF-NP,System/Component Failure or Malfunction (Non-Powerplant),0.95,"The report describes a failure of the engine cowling attachment, which is a non-powerplant component, leading to substantial damage to the right inboard elevator. The issue was related to maintenance procedures and component failure, fitting the SCF-NP category."
10 Apr 2004,Boeing 737-3Q8,N662SW,Southwest Airlines,0,"St. Louis, MO","The commercial airline flight encountered turbulence which resulted in a serious injury to a flight attendant.  According to a report from the operator, the turbulence was due to a storm front along the route of flight.  The airplane was not damaged.  The airplane had been deviating in an attempt to minimize the turbulence encountered.  In a written report, the pilot stated that while en route the airplane was in turbulence.  He stated that the seat belt sign was on and as the turbulence began to intensify he made a public address announcement for the flight attendants to be seated.  He stated that he was then informed that one of the flight attendants had been injured.  A written report from the flight attendants indicated that the fasten seat belt sign was not on at the time of the injury.Probable Cause: The inadvertent encounter with turbulence which resulted in the injury to the flight attendant.",,En route,Passenger - Scheduled,"Houston-William P. Hobby Airport, TX (HOU/KHOU)","Saint Louis-Lambert International Airport, MO (STL/KSTL)",,"St. Louis, MO -United States of America",TURB,Turbulence Encounter,0.95,"The report describes an encounter with turbulence during the en route phase, resulting in a serious injury to a flight attendant. The turbulence was due to a storm front along the route of flight, and the airplane was not damaged."
13 Apr 2004,IRMA/Britten-Norman BN-2A-27 Islander,V3-HGK,Maya Island Air,0,"6,5 km from Belize City",,,Approach,Passenger - Non-Scheduled/charter/Air Taxi,Kanantik Airstrip,Belize City-Philip S.W. Goldson International Airport (BZE/MZBZ),,"6,5 km from Belize City -Belize",UNK,Unknown or Undetermined,0.5,The report lacks sufficient information to classify the occurrence into a specific ICAO category.
14 Apr 2004,Beechcraft 300 Super King Air,N301KS,Mass Bay Kustom Leasing,0,"Daytona Beach, FL","A Beechcraft 300 Super King Air, N301KS, crashed while maneuvering to land at Spruce Creek Airport, Daytona Beach, Florida. Visual meteorological conditions prevailed, and no flight plan was filed. The commercial-rated pilot received minor injuries, and one passenger received serious injuries, and the airplane was destroyed. The flight originated at Stuart-Witham Field, FL (SUA) the same day, about 18:45.The pilot stated that he initiated a fuel transfer due to a fuel imbalance. To affect the fuel transfer, he said he ""began crossfeed right to left."" When the airplane was about 5 to 10 miles away from Spruce Creek Airport, the pilot said he began his descent from 12,500, and also executed a left turn to begin setting up to land, when suddenly, both engines ceased operating. When he levelled the wings both engines restarted due to auto-ignition. He said the fuel gages showed 300 to 350 lb of fuel for the right tank, and 100 to 150 pounds on the left, so he decided to continue his approach to Spruce Creek Airport. As he approached Spruce Creek Airport, he again entered a left bank to prepare for a left base to runway 23, and while established in the left turn, both engines ceased operating a second time. He said he did not think he could reach the runway, and decided to make an landing on a taxiway. When the wings became level after the turn, he said both engines again restarted while in the vicinity of the beginning of the taxiway. As he was about to land, he said a car pulled out onto the taxiway, and stopped on the centerline, so he applied power to avoid the car. He said he climbed straight out, and when he made a climbing left turn, he said the engines ceased operating a third time, and the airplane descended towards a cluster of condos. With no runway or clear area in sight, the pilot said he guided the airplane to a retention pond.PROBABLE CAUSE: ""The pilot's inadequate management of the airplane's fuel system, which resulted in fuel starvation, a loss of engine power, a forced landing, and damage to the airplane during the landing.""",,Landing,Private,"Stuart-Witham Field, FL (SUA/KSUA)","Daytona Beach-Spruce Creek Airport, FL",,"Daytona Beach, FL -United States of America",FUEL,Fuel Related,0.95,"The report describes a situation where the pilot's inadequate management of the airplane's fuel system resulted in fuel starvation, leading to a loss of engine power and a forced landing. This aligns with the 'Fuel Related' category, which includes issues due to fuel exhaustion, fuel starvation, fuel contamination, or wrong fuel."
