Date,Type,Registration,Operator,Fat.,Location,narrative,sources,phase,nature,departure_airport,destination_airport,country,location_detailed,category_code,category_name,confidence_score,classification_reason
13 Feb 2003,Cessna 208B Grand Caravan,N1116G,One Leasing,0,near El Para,"U.S. Caravan N1116G was used by California Microwave Systems on classified counter-drug intelligence missions on behalf of the U.S. military.It is understood that the airplane left BogotÃ¡ (BOG) at 07:24 on a flight to Florencia (FLA) where it was to refuel prior to a mission. Nearing Florencia, at an altitude of 5000 feet, the airplane's single engine suddenly quit. A forced landing was carried out on a bare, grassy hillside. All occupants survived the crash-landing and were found by FARC rebels who then shot and killed two of the crew members. The remaining three were taking hostage. The three hostages were released in July 2008.An investigation by the US Southern Command showed that there was thermal damage to the turbine (engine) blades, causing an engine failure.",,En route,Ferry/positioning,BogotÃ¡-Eldorado Airport (BOG/SKBO),Florencia Airport (FLA/SKFL),,near El Para -Colombia,SCF-PP,System/Component Failure or Malfunction (Powerplant),0.95,"The report indicates that the aircraft's single engine suddenly quit due to thermal damage to the turbine blades, leading to an engine failure. This fits the description of a powerplant system or component failure."
14 Feb 2003,Britten-Norman BN-2A-21 Islander,B-03/OT-ALC,Belgische Luchtmacht,0,Brasschaat Air Base,,,Landing,Military,,Brasschaat Air Base (EBBT),,Brasschaat Air Base -Belgium,UNK,Unknown or Undetermined,0.5,The report lacks sufficient information to classify it into a specific ICAO occurrence category.
19 Feb 2003,Dornier 228-201,AP-BGF,STAR Aviation,0,Karachi-Quaid-E-Azam International Airport (KHI),,,Pushback / towing,Unknown,,,,Karachi-Quaid-E-Azam International Airport (KHI) -Pakistan,RAMP,Ground Handling,0.95,"The occurrence took place during the pushback/towing phase, which falls under ground handling operations."
19 Feb 2003,Ilyushin Il-76MD,15-2280,Iranian Revolutionary Guard Corps Air Force - IRGCAF,275,35 km SE from Kerman,,,En route,Military,Zahedan Airport (ZAH/OIZH),Kerman Airport (KER/OIKK),,35 km SE from Kerman -Iran,UNK,Unknown or Undetermined,0.5,"The report lacks sufficient details to determine the specific occurrence category. The narrative is missing, and the provided information only includes the aircraft type, phase of flight, and location."
20 Feb 2003,Fokker F-27 Friendship 200,10254,Pakistan Air Force,17,32 km E of Kohat,"The aircraft departed Islamabad at 08:00 for a flight to Kohat Air Base. Pakistani air force chief Mushaf Ali Mir was to conduct an annual inspection of the air base. The aircraft crashed into the side of a 3,000-foot mountain, covered in fog.",,En route,Military,Islamabad International Airport (ISB/OPRN),Kohat Airport (OHT/OPKT),,32 km E of Kohat -Pakistan,CFIT,Controlled Flight Into Terrain,0.95,"The aircraft crashed into the side of a mountain during the en route phase without indication of loss of control, which is characteristic of a Controlled Flight Into Terrain (CFIT) occurrence."
25 Feb 2003,Boeing 777-223,N790AN,American Airlines,0,"Miami International Airport, FL (MIA/KMIA)","While descending into Miami, the flight crew began deviating ""well"" south of a few small cumulous developments.  They had begun reducing speed to turbulence penetration ""prior to encountering a few pockets of light chop at about FL240.""  The captain gave a ""PA to the FA'S and passengers leaving FL180, asking that the cabin be prepared for landing early, due to possible chop during our approach.""  They encountered a very brief pocket of moderate chop.  The seatbelt sign was on, the cabin crew was in the process of securing the cabin for landing, and the purser had made the announcement for passengers to prepare for landing right after the captain's pre-landing announcement.  Several minutes after the event, the number one flight attendant, advised the captain that two of the flight attendants in the aft part of the airplane had been injured during the turbulence event.  A convective SIGMET was valid for Florida and coastal waters at the time of the turbulence encounter.  Radar images from the Miami Weather Surveillance Radar (WSR-88D) identified multiple storm cells in the area at the time of the turbulence encounter.  The radar data indicated that the core intensity of these cells was strong to intense (40 to 50 dBZ).  A radar image taken about the time of the turbulence encounter shows the airplanes path came about five nautical miles from the core of one cell and three nautical miles from the core of a second cell.  During this event, the airplane experienced a 2.04 g vertical acceleration load,  6 degree of left roll and a pitch change from -0.4 degrees to -2.1 degrees.Probable Cause: The flight crew's inadvertent encounter with turbulence while attempting to maneuver through an area of convective activity during descent.",,Unknown,Passenger - Scheduled,"Dallas/Fort Worth International Airport, TX (DFW/KDFW)","Miami International Airport, FL (MIA/KMIA)",,"Miami International Airport, FL (MIA/KMIA) -United States of America",TURB,Turbulence Encounter,0.95,"The report describes an encounter with turbulence during descent, resulting in injuries to flight attendants and significant aircraft movement. The presence of convective SIGMET and radar images indicating storm cells support the classification."
27 Feb 2003,Fokker F-27 Friendship 500,ZK-NAN,"Airwork, NZ",0,Blenheim Woodbourne Air Station (BHE),"The Airwork F-27 was on a training flight, during which the crew carried out an exercise that simulated a gear problem. They extended the gear using the emergency system. However, after landing they did not select the main gear handle down and in addition did not install the gear locking pins. The crew were then distracted by other events and during this the co-pilot selected the emergency gear handle up to reset the system. The main gear then partially collapsed.",,Standing,Training,,Blenheim-Woodbourne Airport (BHE/NZWB),,Blenheim Woodbourne Air Station (BHE) -New Zealand,ARC,Abnormal Runway Contact,0.9,"The incident involved the main gear partially collapsing after landing, which falls under abnormal runway or landing surface contact."
27 Feb 2003,Aérospatiale / BAC Concorde 101,F-BVFA,Air France,0,over Atlantic Ocean,"The airplane was climbing over international waters, and as it neared its cruise altitude, the flight crew felt a ""bump."" A check of the instruments revealed no problems, and the flight crew made a decision to continue with the flight. After landing at JFK, and taxiing to the gate, another pilot reported a portion of the rudder was missing.",,En route,Passenger - Scheduled,Paris-Charles de Gaulle Airport (CDG/LFPG),"New York-John F. Kennedy International Airport, NY (JFK/KJFK)",,over Atlantic Ocean -Atlantic Ocean,SCF-NP,System/Component Failure or Malfunction (Non-Powerplant),0.9,"The report describes a situation where a portion of the rudder was found missing after landing, indicating a failure or malfunction of a non-powerplant component during the flight."
1 Mar 2003,Let L-410UVP,FLARF-01032,Borki Air Club,11,2 km from Borki,"The Let 410 was involved in skydiving flights out of Borki aerodrome. The aircraft in question was owned by Mr Yu. M Kabanov, deputy director of the Aviation Complex Myachkovo (AKM) and used by the Borki Air Club. On the day of the accident 23 skydivers boarded the Let 410. This was illegal since the maximum number of skydivers allowed on a Let 410 is 12 with lateral seating. In this case nearly all skydivers were sitting on the airplane's floor, one even occupied the toilet. As a result the airplane was overloaded by 618 kg and the centre of gravity was probably about 32% MAC where the maximum rear CofG was 28% MAC. At an altitude of about 3900 metres eleven skydivers prepared to exit the plane. When four of them had gotten out the CofG moved further aft (probably to about 35%) causing the Let to pitch up. The plane stalled, fell to the left and descended out of control. At an altitude of 2000 metres the aft fuselage section failed. Several skydivers were thrown out and the airplane crashed in a field.",,"Manoeuvring  (airshow, firefighting, ag.ops.)",Parachuting,Borki Airport,Borki Airport,,2 km from Borki -Russia,LOC-I,Loss of Control - In Flight,0.95,"The aircraft lost control in flight due to improper weight distribution and overloading, leading to a stall and subsequent crash."
1 Mar 2003,ATR 72-212,N642AS,Atlantic Southeast Airlines - ASA,0,"Atlanta, GA","According to the captain, during cruise flight at 17,000 feet the airplane encountered turbulence. The area of turbulence was not forcasted. During the encounter the seat belt sign was illuminated. The cabin attendants informed the captain the passengers were uninjured and a flight attendant had received minor injuries. After landing the paramedics boarded the airplane, and examined the attendants.The flight attendant was transported to the emergency room where it was determined that one fight attendant had a broken femur.Probable Cause: The flight's encounter with severe turbulence that resulted in serious injury to a flight attendant.",,En route,Unknown,"Destin-Fort Walton Beach Airport, FL (VPS/KVPS)","Atlanta Hartsfield-Jackson International Airport, GA (ATL/KATL)",,"Atlanta, GA -United States of America",TURB,Turbulence Encounter,0.95,"The report describes an encounter with turbulence during cruise flight, resulting in injury to a flight attendant, which aligns with the definition of the 'Turbulence Encounter' category."
2 Mar 2003,Cessna 208B Grand Caravan,N205BA,Bering Air,0,"1,6 km W of Kotzebue Airport, AK (OTZ)","After having been cleared to enter the Kotzebue airspace, the pilot established a GPS waypoint 4 miles (6,4 km) from runway 08 and descended to 1,000 feet. He continued inbound and descended to an altitude of 300 feet. At one mile from the airport, the pilot said he looked up from the instrument panel but could not see the airport. He also stated that he was in a whiteout condition. The airplane collided with the snow-covered sea ice, short of the runway threshold.PROBABLE CAUSE: ""The pilot's continued VFR flight into instrument meteorological conditions, and his failure to maintain altitude/clearance above the ground, resulting in a collision with snow and ice covered terrain during the final approach phase of a VFR landing. Factors in the accident were whiteout conditions and snow-covered terrain.""",,Approach,Ferry/positioning,"Shungnak Airport, AK (SHG/PAGH)","Kotzebue Airport, AK (OTZ/PAOT)",,"1,6 km W of Kotzebue Airport, AK (OTZ) -United States of America",CFIT,Controlled Flight Into Terrain,0.95,"The report describes an in-flight collision with terrain (snow-covered sea ice) during the approach phase without indication of loss of control, which aligns with the definition of Controlled Flight Into Terrain (CFIT)."
5 Mar 2003,Cessna 208B Grand Caravan,N9793B,Wright Stuff,0,"1.8 km S of Creswell, OR","Shortly after takeoff from Creswell at an altitude of 1,000 feet agl a total loss of engine power occurred, necessitating a forced landing. The airplane touched down uneventfully in an open pasture, but subsequently impacted trees at the end of a field resulting in substantial damage to the aircraft.PROBABLE CAUSE: ""Water contamination in the fuel system which resulted in a loss of engine power during the initial climb after takeoff, and the pilot's inadequate pre-flight inspection. Trees were a factor.""",,Initial climb,Private,"Creswell-Hobby Field Airport, OR","Cottage Grove State Airport, OR",,"1.8 km S of Creswell, OR -United States of America",FUEL,Fuel Related,0.95,"The report indicates that the probable cause of the incident was water contamination in the fuel system, which led to a loss of engine power during the initial climb after takeoff."
6 Mar 2003,ATR 42-300,I-ATRF,"Minerva Airlines, lsf Air Industria",0,Roma-Fiumicino Airport (FCO),"After startup the ATR-42 taxied to intersection BB for a runway 25 departure. The engines were running at approx 70% torque, prior to brake release, when the swinging lever of the left hand main gear failed.After the mishap, the aircraft was withdrawn from use and stored at Fiumicino until it was bought for spares by Dart Aviation in 2005.CAUSE (translated from Italian): The breakage of the swinging lever (SL) of the left landing gear. The SL is the connecting element between the structure of the landing gear and the wheel - a technical factor.",,Take off,Passenger - Scheduled,Roma-Fiumicino Airport (FCO/LIRF),Rimini-Miramare Airport (RMI/LIPR),,Roma-Fiumicino Airport (FCO) -Italy,SCF-NP,System/Component Failure or Malfunction (Non-Powerplant),0.95,"The report describes a failure of the swinging lever of the left hand main gear, which is a component of the aircraft's landing gear system. This fits the definition of a system/component failure or malfunction that is not related to the powerplant."
6 Mar 2003,Boeing 737-2T4,7T-VEZ,Air Algérie,102,Tamanrasset Airport (TMR),"Air AlgÃ©rie flight 6289, a Boeing 737-200, crashed shortly after takeoff from Tamanrasset-Aguemar Airport, Algeria, killing 102 occupants; 1 survived the accident.Air AlgÃ©rie flight 6289 originated in Tamanrasset and was bound for Algiers, with an intermediate stop at Ghardaia. Takeoff was commenced from runway 02 with the co-pilot acting as pilot-in-command. The aircraft rotated and at 15:14:52 the co-pilot ordered the gear to be raised. At that moment, at a height of 78 feet and a speed of 158 kts, the no. 1 engine suffered a turbine failure. The captain took over control of the airplane. Three seconds later the co-pilot asked if she should raise the gear, but the captain did not respond. The 737 lost speed and at 15:15:06 the speed had dropped to 134 kts. Height at that moment was 398 ft. The aircraft, named ""Monts du Daia"", stalled and crashed and broke up on rocky terrain about 1645 metres past the runway.PROBABLE CAUSES: The accident was caused by the loss of an engine during a critical phase of flight, the non-retraction of the landing gear after the engine failure, and the Captain, the PNF, taking over control of the airplane before having clearly identified the problem.The following factors probably contributed to the accident:- the perfunctory flight preparation, which meant that the crew were not equipped to face the situation that occurred at a critical moment of the flight;- the coincidence between the moment the failure occurred and the request to retract the landing gear;- the speed of the event that left the crew little time to recover the situation;- maintaining an inappropriate rate of climb, taking into account the failure of one engine;- the absence of any teamwork after the engine failure, which led to a failure to detect and correct parameters related to the conduct of the flight (speed, rate of climb, configuration, etc.);- the takeoff weight being close to the maximum with a high aerodrome altitude and high temperature;- the rocky environment around the aerodrome, unsuitable for an emergency landing.",,Initial climb,Passenger - Scheduled,Tamanrasset-Aguemar Airport (TMR/DAAT),GhardaÃ¯a-NoumÃ©rat Airport (GHA/DAUG),,Tamanrasset Airport (TMR) -Algeria,LOC-I,Loss of Control - In Flight,0.95,"The report describes a loss of control of the aircraft during the initial climb phase following an engine failure, leading to a stall and crash. This fits the definition of 'Loss of Control - In Flight' as it involves the aircraft losing control while airborne."
8 Mar 2003,Fokker F-27 Friendship 500RF,N712FE,"FedEx Feeder, opb Mountain Air Cargo",0,"Kinston Regional Jetport, NC (ISO)","According to the pilot, an unsafe right gear indication was received during approach to New Bern. During a flyby the control tower controller confirmed the right gear was not fully extended. The pilot declared an emergency and diverted to Kingston Regional Jetport to conduct an emergency landing on runway 05. On landing roll the right main landing gear collapsed and the airplane slid off of the runway. Examination of the right main landing gear revealed the drag brace was fractured.PROBABLE CAUSE: ""The fatigue failure of the main drag stay tube. A factor is no inspection procedure required.""",,Landing,Cargo,"Greensboro/High Point-Piedmont Triad International Airport, NC (GSO/KGSO)","New Bern-Craven County Regional Airport, NC (EWN/KEWN)",,"Kinston Regional Jetport, NC (ISO) -United States of America",RE,Runway Excursion,0.95,The aircraft departed the side of the runway during the landing roll after the right main landing gear collapsed.
10 Mar 2003,Aero Modifications AMI DC-3-65TP,ZS-MFY,"International Red Cross, lsf Rossair Contracts",0,Rumbek Airport (RBX),"The pilot-in-command, accompanied by the co-pilot, aircraft loader and 18 passengers, departed on a World Food Programme (WFP) flight from Marial Bai Aerodrome in Southern Sudan to Rumbek Aerodrome in Sudan at approximately 09:30Z. The intention was then to fly from Rumbek Aerodrome to Lokichoggio in Kenya. During the VFR flight to Rumbek Aerodrome, the crew experienced a north-easterly wind with extremely turbulent conditions.Prior to landing at Rumbek Aerodrome, the crew calculated the approach and landing indicated air speeds (IAS) to be 85 kts and 75 kts respectively. The crew then joined the circuit accordingly for landing on runway 01. Approximately 4 nm away from landing, the co-pilot warned the pilot-in-command of a whirlwind in the area, close to the threshold of runway 01.The whirlwind appeared to have dissipated and the pilot-in-command continued with the landing with full flaps. At approximately 100 ft above ground level and 100 m before the threshold of runway 01, the IAS suddenly decreased to 70 kts. The pilot-in-command said that he immediately selected full power in order to arrest the rate of descent as wind shear in Southern Sudan and especially at Rumbek at this time of the year was a common factor. The aircraft nevertheless continued to descend and the left-hand propeller and left-hand main landing gear collided with a tree approximately 20 m before the threshold of runway 01. The tree was approximately 6 ft high and on an embankment. The aircraft then struck a drainage ditch before the threshold, causing the left-hand main landing gear to collapse. The airplane bounced and landed on the runway. The co-pilot immediately retracted the flaps and the aircraft continued down the runway on the right-hand main landing gear, but as its speed decayed, the left-hand propeller impacted with the runway surface. The aircraft veered to the left off the runway and entered a drainage ditch parallel to the runway. Both left and right-hand main landing gear were torn out of their attachment points and the aircraft eventually came to rest on its lower fuselage section.The crew and passengers sustained no injuries and evacuated the aircraft safely through the emergency exits and rear main entry door.The aircraft was substantially damaged: both left and right-hand main landing gear were damaged; the left-hand outboard aileron was forced out of the outboard hinge point, and the lower fuselage frame and attachment stringers subsequently collapsed and were damaged.The aircraft was temporary repaired on site by replacing two main landing gear, tailwheel, two engines, two props, one aileron and some skin repair. It was flown back to South Africa on 17 April 2003.",,Landing,Passenger - Non-Scheduled/charter/Air Taxi,Marial Bal Airstrip,Rumbek Airport (RBX/HSMK),,Rumbek Airport (RBX) -South Sudan,WSTRW,Windshear or Thunderstorm,0.95,"The report describes the aircraft encountering a sudden decrease in airspeed due to windshear during the landing phase, which is consistent with the 'Windshear or Thunderstorm' category."
12 Mar 2003,Grumman C-2A Greyhound,162153,United States Navy,0,"Cherry Point MCAS, NC (NKT)",,,Unknown,Military,,"Cherry Point MCAS, NC (KNKT)",,"Cherry Point MCAS, NC (NKT) -United States of America",UNK,Unknown or Undetermined,0.9,"The report lacks sufficient information regarding the occurrence details, phase of flight, and specific events to classify it into a more specific ICAO occurrence category."
12 Mar 2003,Boeing 737-2T4,B-2516,Xiamen Airlines,0,Ningbo Airport (NGB),"The aircraft was damaged by a ground vehicle at Ningbo Airport and subsequently taken out of service, stored engineless at Ningbo for over a year. The airplane was last seen at the Civil Aviation University of China in Tianjin for educational purposes.",,Standing,Unknown,,,,Ningbo Airport (NGB) -China,GCOL,Ground Collision,0.95,"The report describes an incident where the aircraft was damaged by a ground vehicle while on the ground at an airport, which fits the definition of a ground collision."
12 Mar 2003,Boeing 747-412,9V-SMT,Singapore Airlines,0,Auckland International Airport (AKL),"Singapore Airlines flight SQ286 taxied to runway 23L at Auckland's International Airport and was cleared for takeoff. When the captain rotated the airplane for lift-off the tail struck the runway and scraped for some 490 metres until the airplane became airborne. The tail strike occurred because the rotation speed was 33 knots less than the 163 knots required for the airplane weight. The rotation speed had been mistakenly calculated for an airplane weighing 100 tonnes less than the actual weight of 9V-SMT. A takeoff weight transcription error, which remained undetected, led to the miscalculation of the takeoff data, which in turn resulted in a low thrust setting and excessively slow takeoff reference speeds. The system defences did not ensure the errors were detected, and the airplane flight management system itself did not provide a final defence against mismatched information being programmed into it.During the takeoff the airplane moved close to the runway edge and the pilots did not respond correctly to a stall warning.The final report did not contain a ""Probable cause"".",,Take off,Passenger - Scheduled,Auckland International Airport (AKL/NZAA),Singapore-Changi International Airport (SIN/WSSS),,Auckland International Airport (AKL) -New Zealand,ARC,Abnormal Runway Contact,0.95,"The report describes a tail strike during takeoff, which is a type of abnormal runway contact. The incident involved the tail of the aircraft scraping the runway due to incorrect rotation speed calculations."
15 Mar 2003,Antonov An-2R,LY-KAG,"Anuschka Club International, lsf Kaunas Aviation",0,St. Moritz-Samedan Airport (SMV),The aircraft lost engine power at 130m AGL after takeoff. The pilot made a left turn and flew back to the airfield. He touched some trees and made a bumpy landing. The Antonov flipped over and sustained substantial damage. The occupants escaped uninjured.Cause (translated from German):The accident is attributable to the fact that the engine of the aircraft quit in the climb phase and the plane did not have enough height for a reverse curve.To the engine failure may have contributed:- Carburettor icing- Incorrect adjustment of the mixture control,,Initial climb,Private,St. Moritz-Samedan Airport (SMV/LSZS),St. Moritz-Samedan Airport (SMV/LSZS),,St. Moritz-Samedan Airport (SMV) -Switzerland,SCF-PP,System/Component Failure or Malfunction (Powerplant),0.95,"The report indicates that the aircraft lost engine power during the initial climb phase, which is a clear indication of a powerplant system failure or malfunction."
15 Mar 2003,Cessna 501 Citation I/SP,N70FJ,Dancing Wind Aviation,3,"28 km ESE of Carey, ID","The Cessna 501 jet departed Salt Lake City for a flight to Sun Valley at 13:40. Cruising altitude was FL350 from which the pilot initiated a descent at 13:59.Because of poor weather at the destination, the pilot was instructed to enter a holding pattern near Oriye at 15,000 feet and prepare for an RNAV approach. The confirmation by the pilot, at 14:09, was the last contact with the flight. All attempts to contact the pilot failed though the plane was still visible on radar. Around 14:25 the airplane entered an uncontrolled descent and crashed in muddy and mountainous terrain at an elevation of 5,630 feet.PROBABLE CAUSE: ""Pilot incapacitation for unknown reasons.""",,Approach,Private,"Salt Lake City International Airport, UT (SLC/KSLC)","Hailey-Friedman Memorial Airport, ID (SUN/KSUN)",,"28 km ESE of Carey, ID -United States of America",LOC-I,Loss of Control - In Flight,0.9,"The report describes an uncontrolled descent and crash, which indicates a loss of control while the aircraft was in flight. The probable cause of pilot incapacitation supports this classification."
19 Mar 2003,Beechcraft 1900D,9G-AGF,Ashanti Gold Fields,0,Obuasi Airstrip,"The Beechcraft attempted to take off from the Obuasi Airstrip, which is a private field for the Ashanti Gold Fields Company. While accelerating through a speed of 80 kts (V1 was 104 kts), the EFIS tubes went blank. The pilot aborted the takeoff and swerved the plane to the right avoid a valley at the end of the runway. The aircraft came to a rest on a slope and rocky ground off the runway.",,Take off,Executive,Obuasi Airstrip,Accra-Kotoka Airport (ACC/DGAA),,Obuasi Airstrip -Ghana,RE,Runway Excursion,0.95,The aircraft departed the runway surface during the takeoff phase and came to rest on a slope and rocky ground off the runway.
19 Mar 2003,Douglas DC-3C,CU-T1192,Aerotaxi,0,"Key West International Airport, FL (EYW)","Six men hijacked the plane using kitchen knives, tape and the airplane's own emergency hatchet. They demanded to be flown north to Miami. Florida Air National Guard F-15 fighter jets from Homestead Air Force Base and a Black Hawk helicopter from the Customs Service escorted the Douglas DC-3 to Key West where it landed at 20:06.",,En route,Passenger - Scheduled,Nueva Gerona-Rafael Cabrera Airport (GER/MUNG),Havana-JosÃ© MartÃ­ International Airport (HAV/MUHA),,"Key West International Airport, FL (EYW) -United States of America",SEC,Security Related,0.95,"The report describes a hijacking incident involving unlawful interference with the aircraft, which falls under the security-related occurrences category."
20 Mar 2003,Beechcraft 200 Super King Air,XC-ADP,Procuraduría General de la República - PGR,0,Badiraguato Airport,"A Beechcraft 200 Super King Air, XC-ADP, was sustained serious damaged to the rear fuselage when it suffered a runway excursion after landing. The aircraft struck several rocks in the process.",,Landing,Military,Hermosillo-Gen Pesqueira Garcia Airport (HMO/MMHO),Badiraguato Airport,,Badiraguato Airport -Mexico,RE,Runway Excursion,0.95,"The aircraft departed the side or end of the runway surface during landing, which is consistent with the definition of a runway excursion."
21 Mar 2003,Airbus A321-131,B-22603,TransAsia Airways,0,Tainan Airport (TNN),"TransAsia Airways Flight 543 from Taipei squashed a utility vehicle on runway 36R as it landed at Tainan Airport in southern Taiwan, injuring two construction workers. The aircraft fuselage sustained severe damage.The Aviation Safety Council has determined that the findings related to probable cause of the crash of GE543 was due to inadequate planning and implementation in airport construction safety procedures by both the CAA and the military authority, inadequacy in landing approval when exceeding the curfew hour, insufficient cooperation and coordination between the CAA and the military base authorities prior to construction work, lack of awareness to a lit runway when entering an active runway without acknowledging the tower controllers.",,Landing,Passenger - Scheduled,Taipei-Songshan Airport (TSA/RCSS),Tainan Airport (TNN/RCNN),,Tainan Airport (TNN) -Taiwan,RI-VAP,"Runway Incursion - Vehicle, Aircraft or Person",0.95,"The report describes an incident where an aircraft collided with a utility vehicle on the runway during landing, which fits the definition of a runway incursion involving vehicles."
23 Mar 2003,Boeing 737-217 Advanced,C-GKCP,Zip,0,"Calgary International Airport (CYYC), Alberta","The Zip Boeing 737-200, C-GKCP, was operating as flight 201, from Calgary to Vancouver, Canada. While final baggage loading was taking place, a belt loader struck the aircraft belly at low speed. The collision resulted in serious injuries to the belt loader operator and damage to the aircraft. The flight was subsequently cancelled and passengers off-loaded.  Number of passengers and crew unknown.",,Standing,Passenger - Scheduled,"Calgary International Airport, AB (YYC/CYYC)","Vancouver International Airport, BC (YVR/CYVR)",,"Calgary International Airport (CYYC), Alberta -Canada",RAMP,Ground Handling,0.95,"The incident occurred during ground handling operations, specifically involving a belt loader striking the aircraft while baggage was being loaded."
23 Mar 2003,Mitsubishi Mu-300 Diamond IA,PT-LNN,Chubb do Brasil Companhia de Seguros,0,"Santos Air Base, SP (SSZ)","After an aborted NDB descent, the aircraft went around for a new attempt, reaching VFR conditions with runway 35 (asphalt, 1390 m long). There were large and medium cloud formations in the area. A tailwind landing was attempted. After landing, the pilot lost control and the aircraft went off the end of the runway. After crossing the concrete breakwater it ran into the Canal de Bertioga and sank, suffering serious damage. The occupants escaped unhurt.Contributing Factors: (translated from official report)1 Human Factor1.1 Medical AspectNot searched.1.2 Psychological AspectNot searched.1.2.1 Individual InformationNothing to report.1.2.2 Psychosocial InformationNothing to report.1.2.3 Organizational InformationNothing to report.1.3 Operational Aspect1.3.1 Concerning the operation of the aircrafta) Adverse weather conditions - contributedHeavy rain, low ceiling, around 800 feet, and visibility restrictions, approximately 2,500 meters, contributed to the occurrence.b) Forgetting the pilot - undeterminedIt is possible that the pilot forgot to use emergency brake features, which if used with discretion, could minimize the difficulties faced to stop the aircraft at the edge of the runway.c) Pilot Trial - contributedThe crew judged that the present conditions would allow a safe landing at the aerodrome of Santos Air Base.d) Low pilot experience - undeterminedThe pilot and co-pilot had little experience of flying in the aircraft. It is likely that this contributed to the inadequate judgment of the landing conditions.e) Other - contributedIn spite of the initiative to perform 360 degrees circle, to lose height, the pilot ended up positioned high and fast for the landing, which caused the touch down at 450 meters from the threshold of runway 35 and the exiting of the runway.1.3.2 Concerning ATSDid not contribute.2 Material Factor2.1 Concerning the aircraftDid not contribute.2.2 Concerning equipment and technology systems for ATSDid not contribute.",,Landing,Executive,"Rio de Janeiro-Santos Dumont Airport, RJ (SDU/SBRJ)","Santos Air Base, SP (SSZ/SBST)",,"Santos Air Base, SP (SSZ) -Brazil",RE,Runway Excursion,0.95,"The aircraft departed the end of the runway during landing, which is a clear indication of a runway excursion event."
25 Mar 2003,Canadair CL-215-6B11 (CL-415),UD.13-29,Ejército del Aire,2,off Mallorca,,,Landing,Fire fighting,Port de PollenÃ§a,,,off Mallorca -Spain,USOS,Undershoot/Overshoot,0.8,"The report involves a landing phase incident with insufficient details, but the location 'off Mallorca' suggests a possible undershoot or overshoot of the intended landing zone."
25 Mar 2003,Cessna 208B Grand Caravan,N5512B,One Leasing,3,near El Paujil,"The Caravan plane N5512B was the second plane used on classified counter-drug intelligence missions on behalf of the U.S. military. The other Caravan N1116G had crashed near Florencia on February 13. Three crew members were taken hostage by FARC rebels in the area. N5512 departed Bogota and landed at the Larandia Air Base where it refueled. At 19:06 the airplane departed Larandia for a reconnaissance flight to find three Americans who where taken hostage. It banked slightly west after takeoff, then turned northeast towards a mountainous area. Nine minutes after takeoff, 13 miles from the runway, the Cessna contacted a large tree on a ridgeline at an altitude of about 4500 feet. The airplane yawed violently, rolled into a near vertical dive and impacted the bottom of a brush-covered gully 1500 feet below the ridge where the aircraft disintegrated on impact and caught fire.",,"Manoeuvring  (airshow, firefighting, ag.ops.)",Survey,Larandia Air Base,Larandia Air Base,,near El Paujil -Colombia,CFIT,Controlled Flight Into Terrain,0.95,The aircraft collided with terrain during a reconnaissance flight without indication of loss of control prior to the collision.
26 Mar 2003,Boeing 717-2BD,N957AT,AirTran Airways,0,"New York-La Guardia Airport, NY (LGA/KLGA)","The Boeing 717 was on final approach when the display units (DUs) in the cockpit blanked, and the cockpit darkened.  In addition smoke was smelled in the cockpit, and cabin.  In the cabin, the emergency light illuminated for a few minutes, and then all lights extinguished and the cabin was dark.  The landing gear was lowered.  When the wing flaps were positioned to 40 degrees, a landing gear aural warning commenced and continued until power was removed after landing.  The captain reported when the event initiated, he directed his vision outside the cockpit where it remained until after landing.  The co-pilot reported that he also directed his vision outside of the cockpit in the final 20 seconds of approach. Neither pilot made use of the standby instruments or used a flashlight to check instruments.  The captain commanded an emergency evacuation after he cleared the runway and stopped.  When interviewed, the flight attendants reported that during the emergency evacuation, they did not check conditions outside of their doors prior to opening them.  In addition, cabin emergency lighting was not turned on by the flight attendants, and the flight attendant at the tail cone station was unable to deploy her slide.  Examination of the airplane revealed the left power control distribution unit (PCDU) had failed.  The left DC bus was also lost and the ability to power the left DC bus from other sources was also lost.  The failure of the PCDU was not instantaneous and it tried to recycle several times.  Each time the PCDU recycled, it also reset the display of new data on the remaining DUs.  This caused an extended blank display followed by eventual reset of data.  The pre-programmed response to the loss of the left DC bus was the loss of two DUs, one on each side of the cockpit.Probable Cause: A failure of the left power control distribution unit (PCDU).",,Approach,Passenger - Scheduled,"Atlanta Hartsfield Jackson International Airport, GA (ATL/KATL)","Flushing, NY (LGA)",,"New York-La Guardia Airport, NY (LGA/KLGA) -United States of America",SCF-NP,System/Component Failure or Malfunction (Non-Powerplant),0.95,"The report describes a failure of the left power control distribution unit (PCDU) which led to multiple system malfunctions including blank display units, loss of lighting, and emergency evacuation issues. These are indicative of a non-powerplant system/component failure."
